datetime,load_mw,zone,temperature,humidity,wind_speed
2025-01-16 08:00:00,32026.85,PJM-RTO,68.38,47.99,7.13
2025-01-16 09:00:00,32527.26,PJM-RTO,76.55,42.74,8.54
2025-01-16 10:00:00,31739.9,PJM-RTO,75.56,38.54,7.41
2025-01-16 11:00:00,29732.82,PJM-RTO,79.06,37.0,7.59
2025-01-16 12:00:00,30380.68,PJM-RTO,80.15,41.54,6.58
2025-01-16 13:00:00,29319.04,PJM-RTO,78.56,36.64,5.88
2025-01-16 14:00:00,27615.27,PJM-RTO,78.29,45.71,5.38
2025-01-16 15:00:00,26067.12,PJM-RTO,73.75,46.83,5.06
2025-01-16 16:00:00,24578.04,PJM-RTO,70.94,44.9,4.97
2025-01-16 17:00:00,24034.92,PJM-RTO,66.94,51.66,3.03
2025-01-16 18:00:00,24092.74,PJM-RTO,61.61,55.75,5.2
2025-01-16 19:00:00,23735.31,PJM-RTO,55.42,54.64,3.8
2025-01-16 20:00:00,23388.02,PJM-RTO,53.57,61.18,5.4
2025-01-16 21:00:00,23050.71,PJM-RTO,47.02,66.08,4.36
2025-01-16 22:00:00,24589.46,PJM-RTO,46.4,67.18,5.38
2025-01-16 23:00:00,23554.05,PJM-RTO,42.11,69.13,6.19
2025-01-17 00:00:00,24603.78,PJM-RTO,36.44,70.27,4.92
2025-01-17 01:00:00,26419.59,PJM-RTO,43.63,72.88,6.73
2025-01-17 02:00:00,27773.62,PJM-RTO,44.78,70.03,6.23
2025-01-17 03:00:00,28121.78,PJM-RTO,43.79,60.27,7.1
2025-01-17 04:00:00,29619.77,PJM-RTO,52.63,65.21,8.34
2025-01-17 05:00:00,30558.23,PJM-RTO,53.39,58.08,7.99
2025-01-17 06:00:00,31915.0,PJM-RTO,60.33,57.15,7.5
2025-01-17 07:00:00,32395.23,PJM-RTO,66.07,52.89,8.58
2025-01-17 08:00:00,31182.38,PJM-RTO,70.46,53.79,7.45
2025-01-17 09:00:00,32826.48,PJM-RTO,75.42,42.94,7.04
2025-01-17 10:00:00,31123.45,PJM-RTO,75.5,,7.12
2025-01-17 11:00:00,30246.25,PJM-RTO,76.98,39.03,6.63
2025-01-17 12:00:00,30516.11,PJM-RTO,79.77,,5.65
2025-01-17 13:00:00,28754.62,PJM-RTO,78.63,40.68,5.35
2025-01-17 14:00:00,29496.73,PJM-RTO,84.39,44.42,5.08
2025-01-17 15:00:00,25231.93,PJM-RTO,74.46,42.88,4.42
2025-01-17 16:00:00,25343.98,PJM-RTO,69.25,45.79,3.68
2025-01-17 17:00:00,25043.26,PJM-RTO,66.88,47.35,4.12
2025-01-17 18:00:00,23440.17,PJM-RTO,64.49,49.03,3.39
2025-01-17 19:00:00,22749.05,PJM-RTO,56.58,61.19,4.49
2025-01-17 20:00:00,22681.19,PJM-RTO,51.13,65.55,4.44
2025-01-17 21:00:00,24470.18,PJM-RTO,46.48,62.12,4.29
2025-01-17 22:00:00,23145.74,PJM-RTO,44.09,67.3,5.42
2025-01-17 23:00:00,23815.25,PJM-RTO,41.33,65.97,5.21
2025-01-18 00:00:00,27356.61,PJM-RTO,39.33,64.85,7.89
2025-01-18 01:00:00,27168.86,PJM-RTO,39.07,69.12,7.61
2025-01-18 02:00:00,28778.23,PJM-RTO,41.28,66.87,6.39
2025-01-18 03:00:00,29458.49,PJM-RTO,46.35,68.81,6.58
2025-01-18 04:00:00,30591.66,PJM-RTO,48.14,63.84,8.72
2025-01-18 05:00:00,31766.71,PJM-RTO,55.39,53.83,8.96
2025-01-18 06:00:00,31701.67,PJM-RTO,58.53,52.56,8.36
2025-01-18 07:00:00,33398.58,PJM-RTO,63.37,52.55,9.7
2025-01-18 08:00:00,33553.64,PJM-RTO,68.4,53.16,8.29
2025-01-18 09:00:00,32965.98,PJM-RTO,75.5,42.52,7.57
2025-01-18 10:00:00,32306.77,PJM-RTO,75.54,42.43,8.63
2025-01-18 11:00:00,33137.37,PJM-RTO,84.3,39.64,5.27
2025-01-18 12:00:00,31163.79,PJM-RTO,80.51,39.18,6.29
2025-01-18 13:00:00,28900.62,PJM-RTO,80.48,40.09,6.41
2025-01-18 14:00:00,29483.76,PJM-RTO,79.29,38.38,3.92
2025-01-18 15:00:00,27720.25,PJM-RTO,73.19,46.07,5.33
2025-01-18 16:00:00,26429.01,PJM-RTO,69.44,53.14,4.46
2025-01-18 17:00:00,25604.94,PJM-RTO,65.79,45.82,5.41
2025-01-18 18:00:00,24901.49,PJM-RTO,59.99,59.55,3.96
2025-01-18 19:00:00,23427.53,PJM-RTO,54.88,64.19,4.2
2025-01-18 20:00:00,23966.51,PJM-RTO,49.6,63.55,5.12
2025-01-18 21:00:00,23863.15,PJM-RTO,42.94,65.72,4.44
2025-01-18 22:00:00,24782.78,PJM-RTO,42.89,74.03,4.58
2025-01-18 23:00:00,23674.95,PJM-RTO,39.14,69.41,5.15
2025-01-19 00:00:00,28445.86,PJM-RTO,39.22,64.25,5.8
2025-01-19 01:00:00,28899.06,PJM-RTO,41.27,73.87,6.92
2025-01-19 02:00:00,31120.52,PJM-RTO,42.16,62.14,7.31
2025-01-19 03:00:00,31107.19,PJM-RTO,48.83,73.37,6.87
2025-01-19 04:00:00,33911.24,PJM-RTO,47.79,62.65,8.09
2025-01-19 05:00:00,34377.62,PJM-RTO,52.94,61.86,8.92
2025-01-19 06:00:00,34960.56,PJM-RTO,60.03,55.85,6.77
2025-01-19 07:00:00,37152.94,PJM-RTO,68.11,49.52,8.96
2025-01-19 08:00:00,36071.71,PJM-RTO,70.27,48.41,6.1
2025-01-19 09:00:00,35345.09,PJM-RTO,76.23,45.31,6.8
2025-01-19 10:00:00,34305.33,PJM-RTO,79.17,40.47,7.87
2025-01-19 11:00:00,33560.07,PJM-RTO,79.47,38.95,7.02
2025-01-19 12:00:00,33076.89,PJM-RTO,80.85,43.22,5.14
2025-01-19 13:00:00,31978.41,PJM-RTO,79.62,36.2,5.47
2025-01-19 14:00:00,30046.15,PJM-RTO,77.91,41.39,6.15
2025-01-19 15:00:00,30718.96,PJM-RTO,75.94,51.61,3.16
2025-01-19 16:00:00,28685.12,PJM-RTO,71.51,46.45,4.8
2025-01-19 17:00:00,27030.01,PJM-RTO,68.24,48.68,4.1
2025-01-19 18:00:00,26525.3,PJM-RTO,62.0,52.25,4.16
2025-01-19 19:00:00,26114.51,PJM-RTO,58.22,57.8,3.48
2025-01-19 20:00:00,26946.13,PJM-RTO,51.02,64.07,3.42
2025-01-19 21:00:00,26416.43,PJM-RTO,45.14,60.08,5.86
2025-01-19 22:00:00,26247.78,PJM-RTO,44.59,68.15,4.35
2025-01-19 23:00:00,28357.69,PJM-RTO,42.89,73.11,5.79
2025-01-20 00:00:00,28071.77,PJM-RTO,35.73,75.14,7.2
2025-01-20 01:00:00,30312.87,PJM-RTO,39.66,67.81,6.07
2025-01-20 02:00:00,31076.02,PJM-RTO,41.8,67.94,7.62
2025-01-20 03:00:00,31879.15,PJM-RTO,45.4,67.41,6.94
2025-01-20 04:00:00,32960.79,PJM-RTO,48.96,63.08,8.11
2025-01-20 05:00:00,34907.55,PJM-RTO,56.96,57.98,7.82
2025-01-20 06:00:00,36154.13,PJM-RTO,61.63,53.87,7.44
2025-01-20 07:00:00,33805.43,PJM-RTO,63.89,52.56,8.08
2025-01-20 08:00:00,35954.38,PJM-RTO,68.77,45.18,7.1
2025-01-20 09:00:00,35999.47,PJM-RTO,76.23,43.78,8.3
2025-01-20 10:00:00,35001.0,PJM-RTO,75.46,47.98,5.93
2025-01-20 11:00:00,35652.42,PJM-RTO,78.12,,6.31
2025-01-20 12:00:00,34737.77,PJM-RTO,78.1,39.66,4.76
2025-01-20 13:00:00,32384.04,PJM-RTO,80.45,35.39,4.88
2025-01-20 14:00:00,31127.59,PJM-RTO,77.66,43.04,3.6
2025-01-20 15:00:00,30103.74,PJM-RTO,72.02,43.73,4.03
2025-01-20 16:00:00,29230.94,PJM-RTO,71.35,47.71,5.13
2025-01-20 17:00:00,28579.88,PJM-RTO,63.25,51.87,4.06
2025-01-20 18:00:00,26804.43,PJM-RTO,58.42,55.3,5.18
2025-01-20 19:00:00,27005.4,PJM-RTO,53.39,55.0,2.93
2025-01-20 20:00:00,25449.78,PJM-RTO,46.87,60.57,3.57
2025-01-20 21:00:00,27570.4,PJM-RTO,48.41,66.85,4.2
2025-01-20 22:00:00,26866.01,PJM-RTO,39.69,70.68,3.38
2025-01-20 23:00:00,28651.3,PJM-RTO,39.51,71.77,
2025-01-21 00:00:00,29337.43,PJM-RTO,44.85,74.68,6.61
2025-01-21 01:00:00,29244.76,PJM-RTO,41.97,69.51,6.81
2025-01-21 02:00:00,31230.0,PJM-RTO,46.43,67.25,7.24
2025-01-21 03:00:00,31643.8,PJM-RTO,46.6,69.9,8.06
2025-01-21 04:00:00,33021.84,PJM-RTO,52.27,57.99,7.0
2025-01-21 05:00:00,33870.82,PJM-RTO,56.0,57.64,8.39
2025-01-21 06:00:00,34969.69,PJM-RTO,62.2,59.28,7.03
2025-01-21 07:00:00,35588.68,PJM-RTO,66.39,54.06,6.72
2025-01-21 08:00:00,35028.15,PJM-RTO,73.06,50.24,8.0
2025-01-21 09:00:00,35567.21,PJM-RTO,72.7,48.22,6.95
2025-01-21 10:00:00,33645.73,PJM-RTO,78.72,47.9,6.27
2025-01-21 11:00:00,33699.91,PJM-RTO,80.12,43.01,7.7
2025-01-21 12:00:00,33906.59,PJM-RTO,80.14,,5.5
2025-01-21 13:00:00,31325.23,PJM-RTO,78.97,34.92,4.83
2025-01-21 14:00:00,30377.01,PJM-RTO,76.64,38.09,5.2
2025-01-21 15:00:00,29888.24,PJM-RTO,71.14,51.1,4.83
2025-01-21 16:00:00,28581.15,PJM-RTO,67.47,44.0,3.25
2025-01-21 17:00:00,27779.25,PJM-RTO,61.93,47.43,5.09
2025-01-21 18:00:00,26882.68,PJM-RTO,59.58,55.77,3.35
2025-01-21 19:00:00,27235.14,PJM-RTO,57.0,59.94,4.22
2025-01-21 20:00:00,26410.45,PJM-RTO,50.57,63.28,4.49
2025-01-21 21:00:00,25594.44,PJM-RTO,49.58,66.83,3.23
2025-01-21 22:00:00,26830.65,PJM-RTO,42.8,66.25,4.74
2025-01-21 23:00:00,27313.11,PJM-RTO,38.92,70.09,5.47
2025-01-22 00:00:00,28023.45,PJM-RTO,44.8,67.26,5.8
2025-01-22 01:00:00,27136.72,PJM-RTO,43.4,68.33,6.89
2025-01-22 02:00:00,28679.3,PJM-RTO,41.73,67.5,7.41
2025-01-22 03:00:00,31435.07,PJM-RTO,45.79,64.77,7.62
2025-01-22 04:00:00,30338.06,PJM-RTO,50.81,64.07,7.58
2025-01-22 05:00:00,31641.4,PJM-RTO,52.62,61.5,8.31
2025-01-22 06:00:00,33500.68,PJM-RTO,62.0,51.56,7.12
2025-01-22 07:00:00,33871.98,PJM-RTO,68.13,56.38,8.47
2025-01-22 08:00:00,33443.07,PJM-RTO,66.83,50.96,7.79
2025-01-22 09:00:00,33105.76,PJM-RTO,73.68,43.0,8.03
2025-01-22 10:00:00,33686.91,PJM-RTO,76.51,46.79,6.25
2025-01-22 11:00:00,31990.56,PJM-RTO,80.27,42.21,7.35
2025-01-22 12:00:00,30934.27,PJM-RTO,74.51,39.94,5.54
2025-01-22 13:00:00,30993.85,PJM-RTO,81.49,40.91,5.53
2025-01-22 14:00:00,28277.81,PJM-RTO,77.47,38.47,5.2
2025-01-22 15:00:00,27185.87,PJM-RTO,71.55,41.54,5.72
2025-01-22 16:00:00,25054.3,PJM-RTO,66.56,42.1,4.05
2025-01-22 17:00:00,24614.45,PJM-RTO,62.41,49.59,3.36
2025-01-22 18:00:00,24202.53,PJM-RTO,62.3,55.62,4.55
2025-01-22 19:00:00,24627.98,PJM-RTO,57.17,54.27,4.33
2025-01-22 20:00:00,23791.02,PJM-RTO,46.96,61.47,4.9
2025-01-22 21:00:00,24825.19,PJM-RTO,48.32,61.94,5.23
2025-01-22 22:00:00,24712.13,PJM-RTO,40.96,67.15,3.79
2025-01-22 23:00:00,26156.59,PJM-RTO,41.77,66.93,5.13
2025-01-23 00:00:00,25743.97,PJM-RTO,39.86,63.81,5.54
2025-01-23 01:00:00,26626.24,PJM-RTO,41.05,70.08,5.79
2025-01-23 02:00:00,27991.81,PJM-RTO,43.11,64.46,7.08
2025-01-23 03:00:00,28533.36,PJM-RTO,47.33,67.55,7.75
2025-01-23 04:00:00,28816.2,PJM-RTO,45.7,58.88,8.01
2025-01-23 05:00:00,31292.28,PJM-RTO,53.28,60.48,8.0
2025-01-23 06:00:00,30434.28,PJM-RTO,56.71,54.29,8.52
2025-01-23 07:00:00,33076.32,PJM-RTO,66.6,54.03,8.1
2025-01-23 08:00:00,31979.09,PJM-RTO,70.95,48.64,7.83
2025-01-23 09:00:00,32141.02,PJM-RTO,72.09,44.48,6.71
2025-01-23 10:00:00,31645.78,PJM-RTO,75.89,38.36,5.66
2025-01-23 11:00:00,30412.43,PJM-RTO,79.94,33.44,6.75
2025-01-23 12:00:00,31033.49,PJM-RTO,80.7,41.9,5.03
2025-01-23 13:00:00,29480.61,PJM-RTO,80.77,43.11,3.83
2025-01-23 14:00:00,28867.08,PJM-RTO,76.19,43.93,3.68
2025-01-23 15:00:00,26232.4,PJM-RTO,74.56,44.01,4.25
2025-01-23 16:00:00,24966.87,PJM-RTO,72.21,45.54,5.66
2025-01-23 17:00:00,24447.43,PJM-RTO,66.61,44.04,4.4
2025-01-23 18:00:00,23695.74,PJM-RTO,61.51,55.44,3.0
2025-01-23 19:00:00,23054.33,PJM-RTO,55.12,57.28,4.22
2025-01-23 20:00:00,22251.61,PJM-RTO,51.68,61.09,4.83
2025-01-23 21:00:00,22413.94,PJM-RTO,45.0,63.35,5.44
2025-01-23 22:00:00,23816.5,PJM-RTO,42.09,71.11,4.49
2025-01-23 23:00:00,23997.34,PJM-RTO,40.87,70.67,5.8
2025-01-24 00:00:00,25849.06,PJM-RTO,38.47,70.14,6.72
2025-01-24 01:00:00,25949.47,PJM-RTO,41.82,71.42,5.91
2025-01-24 02:00:00,27237.44,PJM-RTO,40.93,68.0,7.05
2025-01-24 03:00:00,29469.97,PJM-RTO,46.25,68.45,8.97
2025-01-24 04:00:00,28852.25,PJM-RTO,50.29,62.51,6.97
2025-01-24 05:00:00,31446.42,PJM-RTO,55.2,63.79,8.49
2025-01-24 06:00:00,33269.37,PJM-RTO,59.4,57.01,7.88
2025-01-24 07:00:00,31458.6,PJM-RTO,66.38,52.81,7.99
2025-01-24 08:00:00,32624.52,PJM-RTO,69.41,49.64,5.98
2025-01-24 09:00:00,32458.06,PJM-RTO,74.01,40.65,7.1
2025-01-24 10:00:00,32055.6,PJM-RTO,75.48,40.56,6.28
2025-01-24 11:00:00,31617.31,PJM-RTO,80.05,40.61,6.93
2025-01-24 12:00:00,31254.23,PJM-RTO,80.21,44.24,5.53
2025-01-24 13:00:00,28594.95,PJM-RTO,78.75,40.3,6.49
2025-01-24 14:00:00,27674.56,PJM-RTO,77.77,36.86,6.18
2025-01-24 15:00:00,27067.01,PJM-RTO,76.11,46.65,3.95
2025-01-24 16:00:00,26464.15,PJM-RTO,69.08,44.51,3.56
2025-01-24 17:00:00,23950.84,PJM-RTO,64.88,51.84,4.89
2025-01-24 18:00:00,24322.41,PJM-RTO,57.21,56.99,3.13
2025-01-24 19:00:00,23050.69,PJM-RTO,54.29,62.16,3.66
2025-01-24 20:00:00,22626.23,PJM-RTO,49.61,65.48,4.66
2025-01-24 21:00:00,24234.77,PJM-RTO,48.2,68.78,4.67
2025-01-24 22:00:00,25192.12,PJM-RTO,45.84,63.57,5.2
2025-01-24 23:00:00,25238.64,PJM-RTO,42.67,66.81,6.03
2025-01-25 00:00:00,26451.99,PJM-RTO,40.54,70.35,5.84
2025-01-25 01:00:00,28275.54,PJM-RTO,41.56,66.42,7.31
2025-01-25 02:00:00,29891.69,PJM-RTO,43.44,67.42,6.75
2025-01-25 03:00:00,30123.0,PJM-RTO,46.34,69.26,5.91
2025-01-25 04:00:00,31922.42,PJM-RTO,49.24,59.55,7.7
2025-01-25 05:00:00,32228.46,PJM-RTO,53.49,60.03,8.35
2025-01-25 06:00:00,33578.33,PJM-RTO,59.55,55.61,7.13
2025-01-25 07:00:00,32959.86,PJM-RTO,64.02,48.31,7.83
2025-01-25 08:00:00,32868.06,PJM-RTO,66.38,51.15,8.01
2025-01-25 09:00:00,33849.02,PJM-RTO,75.42,43.98,6.7
2025-01-25 10:00:00,33821.48,PJM-RTO,79.36,47.65,6.39
2025-01-25 11:00:00,32701.02,PJM-RTO,80.47,41.19,5.8
2025-01-25 12:00:00,31514.05,PJM-RTO,81.04,39.25,6.34
2025-01-25 13:00:00,30756.94,PJM-RTO,79.1,40.89,5.65
2025-01-25 14:00:00,28745.55,PJM-RTO,80.75,44.16,5.05
2025-01-25 15:00:00,27118.12,PJM-RTO,73.72,41.78,5.96
2025-01-25 16:00:00,26134.9,PJM-RTO,72.13,44.68,3.58
2025-01-25 17:00:00,26540.26,PJM-RTO,67.48,52.02,4.62
2025-01-25 18:00:00,25195.02,PJM-RTO,62.9,53.02,2.85
2025-01-25 19:00:00,24647.38,PJM-RTO,56.98,57.69,4.47
2025-01-25 20:00:00,24289.33,PJM-RTO,50.73,66.91,4.74
2025-01-25 21:00:00,24827.96,PJM-RTO,45.46,72.15,4.53
2025-01-25 22:00:00,24654.08,PJM-RTO,41.3,68.53,5.71
2025-01-25 23:00:00,25130.44,PJM-RTO,40.66,67.13,5.87
2025-01-26 00:00:00,28667.04,PJM-RTO,40.47,70.46,6.74
2025-01-26 01:00:00,29874.07,PJM-RTO,40.87,70.62,6.95
2025-01-26 02:00:00,32098.73,PJM-RTO,46.4,72.05,7.71
2025-01-26 03:00:00,31829.25,PJM-RTO,47.82,61.44,7.57
2025-01-26 04:00:00,32099.03,PJM-RTO,46.3,68.95,8.93
2025-01-26 05:00:00,34331.07,PJM-RTO,56.41,57.39,8.48
2025-01-26 06:00:00,34332.9,PJM-RTO,58.17,52.73,8.44
2025-01-26 07:00:00,35086.42,PJM-RTO,66.07,56.22,7.73
2025-01-26 08:00:00,35291.53,PJM-RTO,74.67,44.18,7.77
2025-01-26 09:00:00,35280.91,PJM-RTO,77.11,44.93,8.63
2025-01-26 10:00:00,35427.08,PJM-RTO,76.86,37.01,5.36
2025-01-26 11:00:00,33298.94,PJM-RTO,77.51,40.69,5.49
2025-01-26 12:00:00,33062.73,PJM-RTO,79.53,46.7,3.67
2025-01-26 13:00:00,32241.7,PJM-RTO,81.79,47.56,6.49
2025-01-26 14:00:00,30176.33,PJM-RTO,77.27,44.01,4.9
2025-01-26 15:00:00,29753.55,PJM-RTO,75.87,50.02,4.98
2025-01-26 16:00:00,29300.21,PJM-RTO,69.08,44.39,5.23
2025-01-26 17:00:00,27695.0,PJM-RTO,64.93,53.51,3.15
2025-01-26 18:00:00,27549.9,PJM-RTO,59.77,56.67,3.94
2025-01-26 19:00:00,27003.15,PJM-RTO,56.77,56.96,5.85
2025-01-26 20:00:00,24484.61,PJM-RTO,49.87,67.57,4.33
2025-01-26 21:00:00,25761.84,PJM-RTO,48.63,64.27,5.79
2025-01-26 22:00:00,26944.73,PJM-RTO,41.98,68.56,4.78
2025-01-26 23:00:00,27658.55,PJM-RTO,44.1,69.26,5.34
2025-01-27 00:00:00,28838.53,PJM-RTO,36.33,70.18,5.34
2025-01-27 01:00:00,30838.53,PJM-RTO,40.64,71.03,6.05
2025-01-27 02:00:00,31671.72,PJM-RTO,38.73,69.84,6.6
2025-01-27 03:00:00,32980.8,PJM-RTO,47.19,66.84,7.69
2025-01-27 04:00:00,33197.83,PJM-RTO,45.74,63.67,7.32
2025-01-27 05:00:00,33647.74,PJM-RTO,53.08,59.73,8.0
2025-01-27 06:00:00,35293.09,PJM-RTO,59.67,59.37,8.13
2025-01-27 07:00:00,35833.43,PJM-RTO,65.55,38.43,6.95
2025-01-27 08:00:00,35861.17,PJM-RTO,71.02,52.66,6.9
2025-01-27 09:00:00,36710.85,PJM-RTO,71.33,40.2,5.61
2025-01-27 10:00:00,35905.84,PJM-RTO,80.94,37.83,7.6
2025-01-27 11:00:00,34906.58,PJM-RTO,79.44,35.47,7.76
2025-01-27 12:00:00,33546.24,PJM-RTO,78.5,36.22,6.03
2025-01-27 13:00:00,33400.47,PJM-RTO,,44.61,5.04
2025-01-27 14:00:00,30916.43,PJM-RTO,74.6,38.16,3.24
2025-01-27 15:00:00,29792.31,PJM-RTO,72.43,47.49,5.66
2025-01-27 16:00:00,29443.16,PJM-RTO,69.86,53.49,4.6
2025-01-27 17:00:00,28639.44,PJM-RTO,66.12,54.53,3.35
2025-01-27 18:00:00,28018.74,PJM-RTO,63.07,49.91,3.73
2025-01-27 19:00:00,26162.4,PJM-RTO,52.7,61.86,4.29
2025-01-27 20:00:00,27295.19,PJM-RTO,51.64,60.89,4.58
2025-01-27 21:00:00,28530.57,PJM-RTO,44.87,64.49,4.17
2025-01-27 22:00:00,27583.11,PJM-RTO,44.5,65.25,5.31
2025-01-27 23:00:00,27171.55,PJM-RTO,35.96,66.26,6.59
2025-01-28 00:00:00,28267.45,PJM-RTO,40.82,73.18,7.24
2025-01-28 01:00:00,30581.59,PJM-RTO,42.18,67.89,7.94
2025-01-28 02:00:00,30041.22,PJM-RTO,43.54,70.59,7.68
2025-01-28 03:00:00,30567.2,PJM-RTO,44.0,66.57,7.93
2025-01-28 04:00:00,33199.65,PJM-RTO,51.5,66.17,7.87
2025-01-28 05:00:00,35265.25,PJM-RTO,52.7,59.8,8.27
2025-01-28 06:00:00,34850.63,PJM-RTO,61.82,53.4,8.13
2025-01-28 07:00:00,35081.5,PJM-RTO,68.68,55.79,7.9
2025-01-28 08:00:00,34978.14,PJM-RTO,70.95,51.35,8.66
2025-01-28 09:00:00,35366.25,PJM-RTO,75.76,47.41,9.03
2025-01-28 10:00:00,35229.54,PJM-RTO,78.31,40.15,6.48
2025-01-28 11:00:00,34374.57,PJM-RTO,81.25,40.92,6.1
2025-01-28 12:00:00,33845.39,PJM-RTO,79.34,37.5,6.12
2025-01-28 13:00:00,32036.96,PJM-RTO,75.28,40.04,6.33
2025-01-28 14:00:00,31313.54,PJM-RTO,78.25,37.36,6.0
2025-01-28 15:00:00,30034.84,PJM-RTO,72.32,43.24,4.91
2025-01-28 16:00:00,27699.35,PJM-RTO,66.22,45.45,4.65
2025-01-28 17:00:00,26871.43,PJM-RTO,63.73,50.67,4.2
2025-01-28 18:00:00,25070.25,PJM-RTO,59.59,57.96,3.36
2025-01-28 19:00:00,26357.51,PJM-RTO,58.29,63.82,2.89
2025-01-28 20:00:00,26190.71,PJM-RTO,48.37,61.15,5.49
2025-01-28 21:00:00,25351.11,PJM-RTO,46.59,62.45,5.38
2025-01-28 22:00:00,27883.8,PJM-RTO,41.27,68.58,2.86
2025-01-28 23:00:00,25621.48,PJM-RTO,41.16,67.27,5.91
2025-01-29 00:00:00,27683.46,PJM-RTO,42.17,69.85,4.58
2025-01-29 01:00:00,26964.4,PJM-RTO,39.52,68.84,7.45
2025-01-29 02:00:00,29809.95,PJM-RTO,43.63,71.2,5.6
2025-01-29 03:00:00,30681.92,PJM-RTO,45.51,65.97,7.98
2025-01-29 04:00:00,31651.28,PJM-RTO,45.13,64.29,6.57
2025-01-29 05:00:00,31874.5,PJM-RTO,53.03,61.45,7.8
2025-01-29 06:00:00,32623.43,PJM-RTO,59.22,54.26,7.69
2025-01-29 07:00:00,33269.5,PJM-RTO,64.02,53.01,8.44
2025-01-29 08:00:00,34603.07,PJM-RTO,71.81,42.0,8.28
2025-01-29 09:00:00,33168.22,PJM-RTO,71.6,43.86,7.08
2025-01-29 10:00:00,34058.63,PJM-RTO,78.52,41.63,6.44
2025-01-29 11:00:00,32729.67,PJM-RTO,79.37,40.18,6.79
2025-01-29 12:00:00,31944.02,PJM-RTO,76.94,40.07,7.22
2025-01-29 13:00:00,29616.95,PJM-RTO,78.16,40.61,4.29
2025-01-29 14:00:00,29669.49,PJM-RTO,83.13,44.3,3.39
2025-01-29 15:00:00,26934.45,PJM-RTO,74.69,43.29,
2025-01-29 16:00:00,26339.44,PJM-RTO,70.72,50.02,3.38
2025-01-29 17:00:00,25854.6,PJM-RTO,68.52,50.02,4.11
2025-01-29 18:00:00,25940.81,PJM-RTO,62.77,57.36,3.69
2025-01-29 19:00:00,24343.46,PJM-RTO,53.55,57.33,4.26
2025-01-29 20:00:00,23465.59,PJM-RTO,49.53,60.87,3.97
2025-01-29 21:00:00,24601.55,PJM-RTO,47.37,61.52,4.35
2025-01-29 22:00:00,25459.45,PJM-RTO,39.91,68.19,4.87
2025-01-29 23:00:00,25292.13,PJM-RTO,40.49,70.03,4.72
2025-01-30 00:00:00,25245.64,PJM-RTO,38.3,69.27,5.77
2025-01-30 01:00:00,26679.29,PJM-RTO,42.62,66.99,5.71
2025-01-30 02:00:00,26807.87,PJM-RTO,,69.75,7.95
2025-01-30 03:00:00,28792.02,PJM-RTO,47.24,66.05,7.38
2025-01-30 04:00:00,30572.7,PJM-RTO,54.51,63.43,7.31
2025-01-30 05:00:00,31166.94,PJM-RTO,57.07,60.65,7.65
2025-01-30 06:00:00,31301.89,PJM-RTO,59.93,55.48,7.44
2025-01-30 07:00:00,32049.58,PJM-RTO,64.72,52.4,7.33
2025-01-30 08:00:00,32766.45,PJM-RTO,69.35,46.25,7.68
2025-01-30 09:00:00,32551.86,PJM-RTO,77.03,44.07,7.02
2025-01-30 10:00:00,32487.97,PJM-RTO,78.04,41.08,6.17
2025-01-30 11:00:00,31701.28,PJM-RTO,81.2,42.28,6.65
2025-01-30 12:00:00,29898.93,PJM-RTO,80.4,44.8,6.45
2025-01-30 13:00:00,28118.35,PJM-RTO,77.31,45.03,4.87
2025-01-30 14:00:00,26808.99,PJM-RTO,75.2,36.61,5.46
2025-01-30 15:00:00,25738.64,PJM-RTO,73.2,46.74,5.5
2025-01-30 16:00:00,26097.9,PJM-RTO,69.71,50.51,4.86
2025-01-30 17:00:00,23171.66,PJM-RTO,63.62,50.04,4.77
2025-01-30 18:00:00,23441.19,PJM-RTO,58.21,54.6,2.71
2025-01-30 19:00:00,23324.46,PJM-RTO,53.31,52.62,4.98
2025-01-30 20:00:00,22066.47,PJM-RTO,49.09,60.08,4.94
2025-01-30 21:00:00,23267.42,PJM-RTO,49.31,61.01,4.86
2025-01-30 22:00:00,23682.86,PJM-RTO,45.51,72.29,5.12
2025-01-30 23:00:00,25014.58,PJM-RTO,36.81,75.76,5.95
2025-01-31 00:00:00,23574.08,PJM-RTO,39.71,67.96,5.69
2025-01-31 01:00:00,26545.13,PJM-RTO,42.08,71.07,5.99
2025-01-31 02:00:00,27638.56,PJM-RTO,43.14,65.94,6.86
2025-01-31 03:00:00,29119.87,PJM-RTO,42.8,70.73,7.06
2025-01-31 04:00:00,29511.17,PJM-RTO,48.15,63.65,7.92
2025-01-31 05:00:00,30982.63,PJM-RTO,55.52,65.81,8.3
2025-01-31 06:00:00,30755.79,PJM-RTO,59.93,57.97,7.91
2025-01-31 07:00:00,32931.25,PJM-RTO,63.89,46.76,8.86
2025-01-31 08:00:00,32880.91,PJM-RTO,70.27,43.69,8.38
2025-01-31 09:00:00,32213.63,PJM-RTO,73.11,41.62,6.77
2025-01-31 10:00:00,31361.75,PJM-RTO,76.5,40.4,6.83
2025-01-31 11:00:00,31637.11,PJM-RTO,81.77,41.86,5.97
2025-01-31 12:00:00,29921.97,PJM-RTO,77.76,35.66,7.25
2025-01-31 13:00:00,29077.09,PJM-RTO,80.77,40.38,5.96
2025-01-31 14:00:00,27039.52,PJM-RTO,79.9,45.03,5.06
2025-01-31 15:00:00,25433.56,PJM-RTO,72.28,47.51,4.34
